ID	Super_Kingdom	Group	GC_Content	Gram_Stain	Shape	Arrangment	Endospores	Motility	Salinity	Oxygen_Req	Habitat	Temp._range	Pathogenic_in	Disease
16395	Bacteria	Gammaproteobacteria	38.0	-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
29317	Bacteria	Gammaproteobacteria	38.2	-	Rod					Facultative	Host-associated	Mesophilic	Human	Ear_and_lower_respiratory_infections
29319	Bacteria	Gammaproteobacteria	37.9	-	Rod					Facultative	Host-associated	Mesophilic	Human	Ear_and_lower_respiratory_infections
11752	Bacteria	Gammaproteobacteria	38.2	-	Rod	Singles				Facultative	Host-associated	Mesophilic	Human	Meningitis,speticemia,otitis_media,sinusitis,chronic_bronchitis
50729	Bacteria	Gammaproteobacteria												
61001	Bacteria	Gammaproteobacteria												
20115	Bacteria	Gammaproteobacteria	39.9	-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Brazilian_purpuric_fever
29375	Bacteria	Gammaproteobacteria		-	Rod					Facultative	Host-associated	Mesophilic	Human	Ear_and_lower_respiratory_infections
39125	Bacteria	Gammaproteobacteria	38.0	-	Rod			No		Facultative	Host-associated	Mesophilic	Human	Chronic_bronchitis,Meningitis,Otitis_media,Septicemia,Sinusitis
16399	Bacteria	Gammaproteobacteria	38.1	-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
16402	Bacteria	Gammaproteobacteria		-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
18099	Bacteria	Gammaproteobacteria		-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Ear_infections
16392	Bacteria	Gammaproteobacteria	37.9	-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
16400	Bacteria	Gammaproteobacteria	38.0	-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
18101	Bacteria	Gammaproteobacteria		-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Ear_infections
16401	Bacteria	Gammaproteobacteria	38.0	-	Rod				Mesophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
16403	Bacteria	Gammaproteobacteria	38.0	-	Rod				Mesophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
16404	Bacteria	Gammaproteobacteria	38.0	-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
18103	Bacteria	Gammaproteobacteria		-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Ear_infections
29377	Bacteria	Gammaproteobacteria		-	Rod					Facultative	Host-associated	Mesophilic	Human	Ear_and_lower_respiratory_infections
9620	Bacteria	Gammaproteobacteria	38.0	-	Rod	Singles				Facultative	Host-associated	Mesophilic	Human	Meningitis,speticemia,otitis_media,sinusitis,chronic_bronchitis
9621	Bacteria	Gammaproteobacteria	38.1	-	Rod	Singles				Facultative	Host-associated	Mesophilic	Human	Meningitis,speticemia,otitis_media,sinusitis,chronic_bronchitis
16396	Bacteria	Gammaproteobacteria	38.0	-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
16423	Bacteria	Gammaproteobacteria	38.0	-	Rod				Non-halophilic	Facultative	Host-associated	Mesophilic	Human	Meningitis,septicemia,otitis_media,sinusitis,chronic_bronchitis
29379	Bacteria	Gammaproteobacteria		-	Rod					Facultative	Host-associated	Mesophilic	Human	Ear_and_lower_respiratory_infections
219	Bacteria	Gammaproteobacteria	38.2	-	Rod	Singles		No		Facultative	Host-associated	Mesophilic	Human	Meningitis,speticemia,otitis_media,sinusitis,chronic_bronchitis
39127	Bacteria	Gammaproteobacteria	38.0	-	Rod			No		Facultative		Mesophilic		
53197	Bacteria	Gammaproteobacteria												
50411	Bacteria	Gammaproteobacteria		-	Rod			No						
20127	Bacteria	Gammaproteobacteria	39.8	-	Pleomorphic_rod			No		Facultative	Host-associated	Mesophilic	Porcine	Glasser's_disease
31099	Bacteria	Gammaproteobacteria	40.0	-	Pleomorphic_rod			No		Facultative	Host-associated	Mesophilic	Porcine	Glasser's_disease
322	Bacteria	Gammaproteobacteria	37.2	-	Rod	Singles				Facultative	Host-associated	Mesophilic	Human,Animal	Pneumonia,arthritis,myocarditis,and_reproductive_problems
388	Bacteria	Gammaproteobacteria	37.4	-	Rod	Singles				Facultative	Host-associated	Mesophilic	Human,Animal	Pneumonia,arthritis,myocarditis,and_reproductive_problems
48495	Bacteria	Gammaproteobacteria		-	Rod			No		Facultative	Host-associated	Mesophilic		
59557	Bacteria	Gammaproteobacteria												
65123	Bacteria	Gammaproteobacteria		+	Rod			Yes		Aerobic	Host-associated	Mesophilic		
16064	Bacteria	Gammaproteobacteria	53.9	-	Rod			Yes	Mesophilic	Facultative	Aquatic	Mesophilic	No	
50445	Archaea	Euryarchaeota		-	Coccus	Singles,Pairs		No	Moderate_halophilic	Aerobic		Mesophilic		
64955	Archaea	Euryarchaeota												
49517	Archaea	Euryarchaeota			Coccus			No	Extreme_halophilic					
32591	Bacteria	Firmicutes			Rod		No	No	Moderate_halophilic	Anaerobic	Specialized	Mesophilic	No	
43059	Bacteria	Firmicutes		-	Rod		No	No	Moderate_halophilic	Anaerobic	Specialized	Mesophilic	No	
28711	Bacteria	Deltaproteobacteria	69.5	-	Rod			Yes	Moderate_halophilic	Aerobic	Aquatic	Mesophilic	No	
48289	Bacteria	Bacteroidetes/Chlorobi			Rod						Aquatic			
39637	Archaea	Euryarchaeota							Extreme_halophilic		Specialized	Mesophilic		
34561	Archaea	Euryarchaeota							Extreme_halophilic	Aerobic				
105	Archaea	Euryarchaeota	61.1		Pleomorphic,Disk	Singles	No	Yes	Extreme_halophilic	Aerobic	Aquatic	Mesophilic	No	
39639	Archaea	Euryarchaeota							Extreme_halophilic		Specialized	Mesophilic		
39641	Archaea	Euryarchaeota							Moderate_halophilic		Specialized	Mesophilic		
50647	Bacteria	Firmicutes		+	Rod		Yes	Yes	Moderate_halophilic			Mesophilic		
106	Archaea	Euryarchaeota	65.7		Rod,Pleomorphic	Singles	No	Yes	Extreme_halophilic	Anaerobic	Specialized	Thermophilic	No	
59739	Archaea	Euryarchaeota												
217	Archaea	Euryarchaeota	65.9	-	Rod	Singles	No	Yes	Extreme_halophilic	Facultative	Specialized	Mesophilic	No	
46811	Bacteria	Firmicutes					Yes		Moderate_halophilic	Anaerobic		Mesophilic		
13229	Archaea	Euryarchaeota	70		Rod			Yes	Extreme_halophilic	Aerobic	Aquatic	Mesophilic		
16192	Archaea	Euryarchaeota		-	Pleomorphic			Yes	Extreme_halophilic	Facultative	Aquatic	Mesophilic		
39643	Archaea	Euryarchaeota			Disc			Yes	Extreme_halophilic	Aerobic	Aquatic	Mesophilic		
43185	Archaea	Euryarchaeota			Coccus				Moderate_halophilic	Facultative	Specialized		No	
39645	Archaea	Euryarchaeota			Pleomorphic				Extreme_halophilic		Specialized	Mesophilic	No	
39647	Archaea	Euryarchaeota		-	Pleomorphic		No	No	Extreme_halophilic	Aerobic	Specialized	Mesophilic	No	
39649	Archaea	Euryarchaeota			Pleomorphic		No	No	Extreme_halophilic		Specialized	Mesophilic	No	
39651	Archaea	Euryarchaeota			Disc		No	Yes	Moderate_halophilic	Aerobic	Aquatic	Mesophilic		
12524	Archaea	Euryarchaeota	65.5		Irregular_rods,disks_or_cups		No	Yes	Moderate_halophilic	Aerobic	Aquatic		No	
20743	Archaea	Euryarchaeota	59.9	-	Pleomorphic	Singles	No	Yes	Extreme_halophilic	Aerobic	Specialized		No	
27945	Archaea	Euryarchaeota	65.5		Rod	Singles		Yes	Extreme_halophilic	Facultative	Specialized	Mesophilic	No	
49333	Bacteria	Gammaproteobacteria												
53221	Bacteria	Gammaproteobacteria												
56049	Archaea	Euryarchaeota												
49335	Archaea	Euryarchaeota												
17185	Archaea	Euryarchaeota	47.9		Square	Singles			Extreme_halophilic		Aquatic		No	None
29305	Archaea	Euryarchaeota	62.9	-	Pleomorphic_rod		No	Yes	Extreme_halophilic	Aerobic	Terrestrial	Mesophilic	No	
15767	Bacteria	Gammaproteobacteria	68.0	-	Spiral			Yes	Extreme_halophilic					
18455	Archaea	Euryarchaeota	64.0		Rod			Yes	Extreme_halophilic	Aerobic	Aquatic	Mesophilic	No	
30411	Archaea	Euryarchaeota	64.3	-	Oval				Moderate_halophilic	Aerobic	Specialized		No	
40817	Bacteria	Cyanobacteria												
16377	Bacteria	Firmicutes	37.9	-	Rod	Singles			Moderate_halophilic	Anaerobic	Aquatic	Thermophilic	No	
31049	Bacteria	Gammaproteobacteria	54.7	-	Rod			Yes	Mesophilic	Aerobic	Specialized		No	
59897	Archaea	Euryarchaeota												
52183	Bacteria	Firmicutes		+							Host-associated	Mesophilic		
17251	Bacteria	Epsilonproteobacteria	38.2	-	Spiral	Singles		Yes	Non-halophilic	Microaerophilic	Host-associated	Mesophilic	Feline	Gastric_lesions
32489	Bacteria	Epsilonproteobacteria	35.0	-	Spiral	Singles	No	Yes		Aerobic		Mesophilic		
65021	Bacteria	Epsilonproteobacteria												
65019	Bacteria	Epsilonproteobacteria												
41357	Bacteria	Epsilonproteobacteria		-	Spiral		No	Yes		Microaerophilic	Host-associated	Mesophilic	Human	Gastroenteritis
30071	Bacteria	Epsilonproteobacteria	33.7	-	Rod		No	Yes		Aerobic	Multiple	Mesophilic	Human	Gastroenteritis
30719	Bacteria	Epsilonproteobacteria	33.7	-	Rod		No	Yes		Aerobic	Multiple	Mesophilic	Human	Gastroenteritis
30073	Bacteria	Epsilonproteobacteria	38.4	-	Rod		No	Yes		Microaerophilic	Host-associated	Mesophilic	Human	Bacteremia,cellulitis,arthritis
61189	Bacteria	Epsilonproteobacteria												
185	Bacteria	Epsilonproteobacteria	35.9	-	Spiral	Singles		Yes		Aerobic	Host-associated	Mesophilic	Animal	Hepatitis,typhlitis,hepatocellular_tumors,and_gastric_bowel_disease
13426	Bacteria	Epsilonproteobacteria			Rod	Singles		Yes	Non-halophilic		Host-associated	Mesophilic	Ferret	Gastric_ulcerations
40677	Bacteria	Epsilonproteobacteria		-	Curved_rod		No	Yes		Aerobic	Host-associated	Mesophilic	Ferret	Gastric_ulcerations
30075	Bacteria	Epsilonproteobacteria	34.1	-	Rod		No	Yes		Microaerophilic	Multiple	Mesophilic	Human	Gastroenteritis
30721	Bacteria	Epsilonproteobacteria		-	Rod		No	Yes		Aerobic	Host-associated	Mesophilic	Human	Gastroenteritis
39507	Bacteria	Epsilonproteobacteria	38.9	-	Spiral		No	Yes		Microaerophilic	Host-associated	Mesophilic		
62769	Bacteria	Epsilonproteobacteria												
62771	Bacteria	Epsilonproteobacteria												
233	Bacteria	Epsilonproteobacteria	38.9	-	Spiral	Singles		Yes		Aerobic	Host-associated	Mesophilic	Human	Gastric_inflammation_and_peptic_ulcer_disease
34603	Bacteria	Epsilonproteobacteria		-	Spiral	Singles	No	Yes		Aerobic		Mesophilic	Human	Gastric_inflammation,Ulcer
9627	Bacteria	Epsilonproteobacteria	38.8	-	Spiral	Singles		Yes		Aerobic	Host-associated	Mesophilic	Human	Gastric_inflammation_and_peptic_ulcer_disease
34609	Bacteria	Epsilonproteobacteria		-	Spiral	Singles	No	Yes		Aerobic		Mesophilic	Human	Gastric_inflammation,Ulcer
62409	Bacteria	Epsilonproteobacteria												
50869	Bacteria	Epsilonproteobacteria		-	Spiral		No	Yes				Mesophilic		
30395	Bacteria	Epsilonproteobacteria	38.7	-	Spiral		No	Yes		Microaerophilic	Host-associated	Mesophilic	Human	Gastric_inflammation_and_cancer
30397	Bacteria	Epsilonproteobacteria	38.8	-	Spiral		No	Yes		Microaerophilic	Host-associated	Mesophilic	Human	Gastric_inflammation_and_peptic_ulcer_disease
39685	Bacteria	Epsilonproteobacteria	39.2	-	Spiral	Singles		Yes		Aerobic	Host-associated	Mesophilic	Human	Gastric_ulcer
64479	Bacteria	Epsilonproteobacteria												
41831	Bacteria	Epsilonproteobacteria		-	Spiral	Singles	No	Yes		Microaerophilic	Host-associated	Mesophilic	Human	Gastric_ulcer
62405	Bacteria	Epsilonproteobacteria												
64053	Bacteria	Epsilonproteobacteria												
64055	Bacteria	Epsilonproteobacteria												
64057	Bacteria	Epsilonproteobacteria												
64059	Bacteria	Epsilonproteobacteria												
64061	Bacteria	Epsilonproteobacteria												
64063	Bacteria	Epsilonproteobacteria												
64065	Bacteria	Epsilonproteobacteria												
64067	Bacteria	Epsilonproteobacteria												
64069	Bacteria	Epsilonproteobacteria												
64071	Bacteria	Epsilonproteobacteria												
49029	Bacteria	Epsilonproteobacteria												
50589	Bacteria	Epsilonproteobacteria												
50591	Bacteria	Epsilonproteobacteria												
50593	Bacteria	Epsilonproteobacteria												
50595	Bacteria	Epsilonproteobacteria												
31341	Bacteria	Epsilonproteobacteria	38.9	-	Spiral		No	Yes	Non-halophilic	Microaerophilic	Host-associated	Mesophilic		
53317	Bacteria	Epsilonproteobacteria												
16183	Bacteria	Epsilonproteobacteria	39.1	-	Spiral	Singles		Yes	Non-halophilic	Aerobic	Host-associated	Mesophilic	Human	Gastric_ulcer
40511	Bacteria	Epsilonproteobacteria												
40513	Bacteria	Epsilonproteobacteria												
40515	Bacteria	Epsilonproteobacteria												
40519	Bacteria	Epsilonproteobacteria												
40521	Bacteria	Epsilonproteobacteria												
40523	Bacteria	Epsilonproteobacteria												
40525	Bacteria	Epsilonproteobacteria												
40527	Bacteria	Epsilonproteobacteria												
40529	Bacteria	Epsilonproteobacteria												
40531	Bacteria	Epsilonproteobacteria												
40533	Bacteria	Epsilonproteobacteria												
40535	Bacteria	Epsilonproteobacteria												
40537	Bacteria	Epsilonproteobacteria												
40539	Bacteria	Epsilonproteobacteria												
40541	Bacteria	Epsilonproteobacteria												
40543	Bacteria	Epsilonproteobacteria												
40545	Bacteria	Epsilonproteobacteria												
40547	Bacteria	Epsilonproteobacteria												
40549	Bacteria	Epsilonproteobacteria												
40551	Bacteria	Epsilonproteobacteria												
28543	Bacteria	Epsilonproteobacteria	39.5	-	Spiral	Singles	No	Yes		Aerobic	Host-associated	Mesophilic	Human	Gastric_ulcer
40553	Bacteria	Epsilonproteobacteria												
28545	Bacteria	Epsilonproteobacteria	39.2	-	Spiral	Singles	No	Yes	Non-halophilic	Aerobic	Host-associated	Mesophilic	Human	Gastric_ulcer
40555	Bacteria	Epsilonproteobacteria												
64279	Bacteria	Epsilonproteobacteria												
64097	Bacteria	Epsilonproteobacteria												
64135	Bacteria	Epsilonproteobacteria												
64137	Bacteria	Epsilonproteobacteria												
64099	Bacteria	Epsilonproteobacteria												
64101	Bacteria	Epsilonproteobacteria												
64139	Bacteria	Epsilonproteobacteria												
64141	Bacteria	Epsilonproteobacteria												
64091	Bacteria	Epsilonproteobacteria												
64093	Bacteria	Epsilonproteobacteria												
64131	Bacteria	Epsilonproteobacteria												
64133	Bacteria	Epsilonproteobacteria												
64095	Bacteria	Epsilonproteobacteria												
64129	Bacteria	Epsilonproteobacteria												
64167	Bacteria	Epsilonproteobacteria												
64169	Bacteria	Epsilonproteobacteria												
64143	Bacteria	Epsilonproteobacteria												
64153	Bacteria	Epsilonproteobacteria												
64155	Bacteria	Epsilonproteobacteria												
64103	Bacteria	Epsilonproteobacteria												
64157	Bacteria	Epsilonproteobacteria												
64159	Bacteria	Epsilonproteobacteria												
64161	Bacteria	Epsilonproteobacteria												
64163	Bacteria	Epsilonproteobacteria												
64213	Bacteria	Epsilonproteobacteria												
64105	Bacteria	Epsilonproteobacteria												
64215	Bacteria	Epsilonproteobacteria												
64217	Bacteria	Epsilonproteobacteria												
64107	Bacteria	Epsilonproteobacteria												
64109	Bacteria	Epsilonproteobacteria												
64111	Bacteria	Epsilonproteobacteria												
64219	Bacteria	Epsilonproteobacteria												
64145	Bacteria	Epsilonproteobacteria												
64113	Bacteria	Epsilonproteobacteria												
64165	Bacteria	Epsilonproteobacteria												
64115	Bacteria	Epsilonproteobacteria												
64117	Bacteria	Epsilonproteobacteria												
64147	Bacteria	Epsilonproteobacteria												
64119	Bacteria	Epsilonproteobacteria												
64221	Bacteria	Epsilonproteobacteria												
64121	Bacteria	Epsilonproteobacteria												
64123	Bacteria	Epsilonproteobacteria												
64125	Bacteria	Epsilonproteobacteria												
64127	Bacteria	Epsilonproteobacteria												
64211	Bacteria	Epsilonproteobacteria												
64149	Bacteria	Epsilonproteobacteria												
64151	Bacteria	Epsilonproteobacteria												
64261	Bacteria	Epsilonproteobacteria												
64263	Bacteria	Epsilonproteobacteria												
64265	Bacteria	Epsilonproteobacteria												
64267	Bacteria	Epsilonproteobacteria												
64269	Bacteria	Epsilonproteobacteria												
64271	Bacteria	Epsilonproteobacteria												
64273	Bacteria	Epsilonproteobacteria												
64275	Bacteria	Epsilonproteobacteria												
64277	Bacteria	Epsilonproteobacteria												
64171	Bacteria	Epsilonproteobacteria												
64183	Bacteria	Epsilonproteobacteria												
64239	Bacteria	Epsilonproteobacteria												
64185	Bacteria	Epsilonproteobacteria												
64241	Bacteria	Epsilonproteobacteria												
64187	Bacteria	Epsilonproteobacteria												
64243	Bacteria	Epsilonproteobacteria												
64189	Bacteria	Epsilonproteobacteria												
64223	Bacteria	Epsilonproteobacteria												
64173	Bacteria	Epsilonproteobacteria												
64191	Bacteria	Epsilonproteobacteria												
64245	Bacteria	Epsilonproteobacteria												
64193	Bacteria	Epsilonproteobacteria												
64247	Bacteria	Epsilonproteobacteria												
64195	Bacteria	Epsilonproteobacteria												
64249	Bacteria	Epsilonproteobacteria												
64251	Bacteria	Epsilonproteobacteria												
64197	Bacteria	Epsilonproteobacteria												
64253	Bacteria	Epsilonproteobacteria												
64199	Bacteria	Epsilonproteobacteria												
64255	Bacteria	Epsilonproteobacteria												
64225	Bacteria	Epsilonproteobacteria												
64175	Bacteria	Epsilonproteobacteria												
64201	Bacteria	Epsilonproteobacteria												
64227	Bacteria	Epsilonproteobacteria												
64177	Bacteria	Epsilonproteobacteria												
64203	Bacteria	Epsilonproteobacteria												
64229	Bacteria	Epsilonproteobacteria												
64231	Bacteria	Epsilonproteobacteria												
64233	Bacteria	Epsilonproteobacteria												
64179	Bacteria	Epsilonproteobacteria												
64235	Bacteria	Epsilonproteobacteria												
64205	Bacteria	Epsilonproteobacteria												
64257	Bacteria	Epsilonproteobacteria												
64207	Bacteria	Epsilonproteobacteria												
64209	Bacteria	Epsilonproteobacteria												
64181	Bacteria	Epsilonproteobacteria												
64237	Bacteria	Epsilonproteobacteria												
64259	Bacteria	Epsilonproteobacteria												
53321	Bacteria	Epsilonproteobacteria												
234	Bacteria	Epsilonproteobacteria	39.2	-	Spiral	Singles		Yes		Aerobic	Host-associated	Mesophilic	Human	Gastric_inflammation_and_peptic_ulcer_disease
53323	Bacteria	Epsilonproteobacteria												
36521	Bacteria	Epsilonproteobacteria		-	Spiral		No	Yes		Microaerophilic		Mesophilic	Human	gastritis,peptic_ulcer
36525	Bacteria	Epsilonproteobacteria		-	Spiral	Singles	No	Yes				Mesophilic	Human	gastritis,peptic_ulcer
62453	Bacteria	Epsilonproteobacteria												
62443	Bacteria	Epsilonproteobacteria												
62447	Bacteria	Epsilonproteobacteria												
62439	Bacteria	Epsilonproteobacteria												
62437	Bacteria	Epsilonproteobacteria												
62441	Bacteria	Epsilonproteobacteria												
62451	Bacteria	Epsilonproteobacteria												
62445	Bacteria	Epsilonproteobacteria												
64083	Bacteria	Epsilonproteobacteria												
64081	Bacteria	Epsilonproteobacteria												
62449	Bacteria	Epsilonproteobacteria												
64085	Bacteria	Epsilonproteobacteria												
64079	Bacteria	Epsilonproteobacteria												
64089	Bacteria	Epsilonproteobacteria												
64087	Bacteria	Epsilonproteobacteria												
62455	Bacteria	Epsilonproteobacteria												
64075	Bacteria	Epsilonproteobacteria												
64073	Bacteria	Epsilonproteobacteria												
64077	Bacteria	Epsilonproteobacteria												
32291	Bacteria	Epsilonproteobacteria	38.8	-	Spiral		No	Yes		Microaerophilic	Host-associated	Mesophilic	Human	Gastric_inflammation_and_peptic_ulcer_disease
49027	Bacteria	Epsilonproteobacteria												
49025	Bacteria	Epsilonproteobacteria												
49453	Bacteria	Epsilonproteobacteria												
29045	Bacteria	Epsilonproteobacteria	38.9	-	Spiral	Singles		Yes		Aerobic	Host-associated	Mesophilic	Human	Gastric_ulcer
53319	Bacteria	Epsilonproteobacteria												
36609	Bacteria	Epsilonproteobacteria		-	Spiral					Microaerophilic		Mesophilic		
65023	Bacteria	Epsilonproteobacteria												
43415	Bacteria	Epsilonproteobacteria		-	tightly_coiled_spirals		No	Yes		Microaerophilic		Mesophilic		
43417	Bacteria	Epsilonproteobacteria		-	tightly_coiled_spirals		No	Yes		Microaerophilic		Mesophilic		
32491	Bacteria	Epsilonproteobacteria	35.5	-	Spiral	Singles	No	Yes		Aerobic		Mesophilic		
13236	Bacteria	Firmicutes	50.3	-	Rod	Singles	Yes	Yes		Anaerobic	Terrestrial	Mesophilic		
13427	Bacteria	Firmicutes	57.0	-	Rod		Yes	Yes		Anaerobic	Multiple	Thermophilic		
13428	Bacteria	Chloroflexi			Filament			Yes		Facultative	Specialized	Thermophilic	No	
50373	Bacteria	Betaproteobacteria			slightly_curved_rods			Yes		Microaerophilic		Mesophilic		
15704	Bacteria	Betaproteobacteria	64.4	-	Spiral	Singles		Yes		Aerobic	Terrestrial	Mesophilic		
47945	Bacteria	Betaproteobacteria												
13467	Bacteria	Betaproteobacteria	54.3						Non-halophilic	Anaerobic	Aquatic	Mesophilic	No	
16523	Bacteria	Chloroflexi	50.9	-	Filament			Yes		Aerobic	Multiple	Mesophilic		
48195	Bacteria	Deltaproteobacteria		-	Short_rod			Yes			Specialized	Thermophilic		
33191	Bacteria	Alphaproteobacteria	45.2		Rod		No	Yes		Aerobic	Aquatic	Mesophilic	No	
19311	Bacteria	Alphaproteobacteria	59.8	-	Rod			Yes		Microaerophilic	Aquatic	Mesophilic		
30361	Bacteria	Firmicutes	50.2	+	Rod		No			Anaerobic	Host-associated	Mesophilic	No	
53485	Bacteria	Acidobacteria												
19313	Bacteria	Aquificae	43.8	-	Rod			Yes		Anaerobic	Aquatic			
41547	Bacteria	Aquificae	43.5-43.9	-	Rod		No	No		Aerobic	Specialized	Hyperthermophilic	No	
34131	Bacteria	Aquificae	44.0	-	Rod		No	No		Facultative		Thermophilic		
51769	Bacteria	Aquificae												
41741	Bacteria	Aquificae		-	Rod		No	Yes		Aerobic	Aquatic	Thermophilic		
53951	Bacteria	Aquificae												
39709	Bacteria	Aquificae	34.7	-	Rod		No	Yes					No	
18891	Bacteria	Aquificae	34.8	-	Rod		No	Yes		Aerobic	Aquatic	Thermophilic	No	
52551	Bacteria	Betaproteobacteria												
38115	Bacteria	Bacteroidetes/Chlorobi		-						Aerobic	Terrestrial	Psychrophilic		
208	Archaea	Crenarchaeota	53.7		Irregular_coccus	Singles,Pairs	No	Yes	Moderate_halophilic	Anaerobic	Aquatic	Hyperthermophilic	No	
61091	Bacteria	Alphaproteobacteria												
33261	Bacteria	Alphaproteobacteria	60.8	-	Rod		No	Yes		Aerobic	Aquatic	Mesophilic	No	
15721	Bacteria	Alphaproteobacteria	61.9	-	Rod	Singles		Yes		Aerobic	Aquatic	Mesophilic	No	
13408	Bacteria	Gammaproteobacteria	47.3	-	Curved_rod			Yes	Mesophilic	Aerobic	Aquatic	Mesophilic		
10790	Bacteria	Gammaproteobacteria	47.0	-	Rod			Yes		Aerobic	Specialized	Mesophilic		
61811	Bacteria	Bacteroidetes/Chlorobi												
13914	Archaea	Crenarchaeota	56.5	-	Coccus	Singles,Pairs	No	Yes		Anaerobic	Aquatic	Hyperthermophilic		
61347	Archaea	Crenarchaeota												
61345	Archaea	Crenarchaeota												
33361	Archaea	Crenarchaeota	52.9		Coccus					Anaerobic	Aquatic	Hyperthermophilic		
32577	Bacteria	Fusobacteria		-	Rod		No	No		Anaerobic	Aquatic	Mesophilic	No	
43527	Bacteria	Actinobacteria		+	Filament		Yes	No		Aerobic		Mesophilic		
49657	Bacteria	Actinobacteria		+	Rod_or_Coccus_or_V-shaped			No		Facultative				
64415	Bacteria	Actinobacteria												
32825	Bacteria	Planctomycetes	62.2		Coccus			Yes		Aerobic	Specialized	Thermophilic	No	
13546	Bacteria	Actinobacteria	68.4	+							Aquatic		No	None
12733	Bacteria	Alphaproteobacteria	62.2	-	Rod	Chains	No	No	Mesophilic	Aerobic	Aquatic	Mesophilic	No	
16549	Bacteria	Betaproteobacteria	54.2		Rod			Yes			Aquatic	Mesophilic		
63165	Bacteria	Actinobacteria												
40693	Bacteria	Firmicutes		-	Rod			No		Anaerobic	Host-associated	Mesophilic		
20833	Bacteria	Actinobacteria	58.4	+			No	Yes		Facultative				
63635	Bacteria	Other_Bacteria												
33111	Bacteria	Other_Bacteria	59.0	-	Rod			Yes		Anaerobic		Mesophilic		
65069	Bacteria	Bacteroidetes/Chlorobi												
29443	Bacteria	Gammaproteobacteria	43.7	-	Rod		No	No	Moderate_halophilic	Facultative	Aquatic	Mesophilic	No	
51787	Bacteria	Alphaproteobacteria												
48079	Bacteria	Alphaproteobacteria		-				No		Facultative	Terrestrial			
10689	Bacteria	Actinobacteria	74.2	+	Coccus	Singles,Clusters	No	Yes		Aerobic	Multiple	Mesophilic	No	None
53051	Bacteria	Betaproteobacteria												
52985	Bacteria	Betaproteobacteria												
33145	Bacteria	Betaproteobacteria	54.3	-	Rod							Mesophilic		
19951	Bacteria	Actinobacteria	73.1	+			Yes			Aerobic	Terrestrial	Mesophilic	No	None
52135	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52137	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52139	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52141	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52143	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52145	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52147	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52149	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52151	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
52153	Bacteria	Gammaproteobacteria		+							Host-associated	Mesophilic		
12627	Bacteria	Gammaproteobacteria		-				No	Non-halophilic		Host-associated	Mesophilic	Human	Spontaneous_infectious_spondylodiscitis
28471	Bacteria	Gammaproteobacteria	56.9	-	Rod	Singles,Pairs,Chains		Yes		Facultative	Host-associated	Mesophilic	No	
63167	Bacteria	Gammaproteobacteria												
31	Bacteria	Gammaproteobacteria	57.1	-	Rod	Singles,Pairs,Chains		Yes		Facultative	Multiple	Mesophilic	Human,Animal	Pneumonia_and_urinary_tract_infections
21069	Bacteria	Gammaproteobacteria	57.4	-	Rod	Singles,Pairs,Chains	No	Yes		Facultative	Multiple	Mesophilic	Human	Pneumonia_and_urinary_tract_infections
40083	Bacteria	Gammaproteobacteria	57.2	-							Host-associated	Mesophilic		
50357	Bacteria	Gammaproteobacteria		-							Host-associated	Mesophilic		
40049	Bacteria	Gammaproteobacteria	57.5	-	Rod			No		Facultative	Host-associated	Mesophilic		
40025	Bacteria	Gammaproteobacteria		-	Rod			No		Facultative		Mesophilic		
47223	Bacteria	Gammaproteobacteria												
37701	Bacteria	Gammaproteobacteria	57.6											
